Price,Close,High,Low,Open,Volume
Ticker,^NDX,^NDX,^NDX,^NDX,^NDX
Date,,,,,
1988-11-01,169.18499755859375,175.6199951171875,162.65499877929688,174.77499389648438,4571700000
1988-12-01,177.41000366210938,177.86000061035156,168.73500061035156,169.13499450683594,4973480000
1989-01-01,186.47000122070312,186.69000244140625,172.94500732421875,177.39999389648438,5432020000
1989-02-01,183.7899932861328,192.9949951171875,183.22999572753906,186.47000122070312,5054900000
1989-03-01,185.8699951171875,187.68499755859375,178.96499633789062,183.7899932861328,5738540000
1989-04-01,200.47000122070312,200.4949951171875,184.4499969482422,185.8699951171875,5323760000
1989-05-01,214.5449981689453,215.18499755859375,199.14500427246094,200.47000122070312,6149740000
1989-06-01,204.5850067138672,220.80999755859375,201.99000549316406,214.5449981689453,6029400000
1989-07-01,214.27499389648438,214.3350067138672,203.61000061035156,204.5850067138672,4998880000
1989-08-01,222.0050048828125,222.14999389648438,211.63499450683594,214.27499389648438,6114140000
1989-09-01,226.38999938964844,227.63499450683594,219.7949981689453,222.0050048828125,5246020000
1989-10-01,222.61500549316406,238.84500122070312,213.60499572753906,226.4149932861328,6320940000
1989-11-01,224.44500732421875,225.75999450683594,214.65499877929688,222.61500549316406,5064380000
1989-12-01,223.8350067138672,227.85499572753906,208.68499755859375,224.44500732421875,5555460000
1990-01-01,201.94000244140625,228.94000244140625,196.68499755859375,223.8350067138672,6059660000
1990-02-01,207.9149932861328,210.43499755859375,200.40499877929688,201.94000244140625,4841840000
1990-03-01,213.14500427246094,220.13499450683594,206.52499389648438,207.9149932861328,5774900000
1990-04-01,205.81500244140625,218.25,202.97000122070312,213.14500427246094,5182900000
1990-05-01,236.14999389648438,237.9250030517578,205.81500244140625,205.81500244140625,6937140000
1990-06-01,238.4600067138672,242.84500122070312,231.75999450683594,236.14999389648438,6285380000
1990-07-01,223.38499450683594,246.81500244140625,221.36000061035156,238.4600067138672,5969720000
1990-08-01,193.61500549316406,224.625,177.05499267578125,223.38499450683594,6222640000
1990-09-01,177.05499267578125,195.875,169.3249969482422,193.61500549316406,4178800000
1990-10-01,172.55499267578125,189.05499267578125,162.5500030517578,177.05499267578125,5376960000
1990-11-01,192.5800018310547,193.05499267578125,170.8800048828125,172.55499267578125,4756460000
1990-12-01,200.52999877929688,203.48500061035156,192.65499877929688,192.65499877929688,5000200000
1991-01-01,232.4250030517578,232.6750030517578,190.89500427246094,200.52999877929688,5848720000
1991-02-01,250.11500549316406,252.85000610351562,231.27499389648438,232.4250030517578,6625920000
1991-03-01,264.9049987792969,267.92999267578125,247.7949981689453,250.11500549316406,7170420000
1991-04-01,263.6549987792969,286.04998779296875,259.3500061035156,264.9049987792969,8227960000
1991-05-01,279.0,279.0,256.5450134277344,263.6549987792969,6755440000
1991-06-01,254.19500732421875,281.4200134277344,249.78500366210938,279.0,5670960000
1991-07-01,272.1549987792969,272.3450012207031,249.9949951171875,254.19500732421875,6196220000
1991-08-01,287.4049987792969,290.9150085449219,263.54998779296875,272.1549987792969,6548800000
1991-09-01,287.5350036621094,290.43499755859375,276.32501220703125,287.4049987792969,6437300000
1991-10-01,292.5050048828125,297.7650146484375,276.510009765625,287.5350036621094,8141860000
1991-11-01,284.7900085449219,304.54998779296875,277.8999938964844,292.5050048828125,7400300000
1991-12-01,330.8550109863281,332.5799865722656,281.0950012207031,284.7900085449219,7264720000
1992-01-01,338.31500244140625,357.70001220703125,322.55999755859375,330.8550109863281,11211080000
1992-02-01,345.8800048828125,356.2799987792969,332.9750061035156,338.31500244140625,8439140000
1992-03-01,323.04998779296875,348.3949890136719,320.1549987792969,345.8800048828125,8096440000
1992-04-01,307.8599853515625,326.7900085449219,291.3550109863281,323.04998779296875,7893420000
1992-05-01,315.2950134277344,317.2650146484375,300.5350036621094,307.8599853515625,6229960000
1992-06-01,301.2300109863281,319.2250061035156,288.010009765625,315.2950134277344,7179260000
1992-07-01,310.8949890136719,311.7550048828125,292.79998779296875,301.2300109863281,7183300000
1992-08-01,299.260009765625,313.4849853515625,287.635009765625,310.8949890136719,6166700000
1992-09-01,313.18499755859375,324.69000244140625,298.1050109863281,299.260009765625,7401540000
1992-10-01,329.1549987792969,332.4649963378906,291.9649963378906,313.18499755859375,8447380000
1992-11-01,350.9599914550781,351.2900085449219,324.9800109863281,329.1549987792969,8809260000
1992-12-01,360.18499755859375,363.2049865722656,344.7950134277344,350.9599914550781,9899420000
1993-01-01,370.55999755859375,384.67498779296875,355.3599853515625,360.18499755859375,10374920000
1993-02-01,351.1400146484375,379.260009765625,337.1449890136719,370.55999755859375,9947220000
1993-03-01,359.4200134277344,366.5350036621094,345.42999267578125,351.1400146484375,10238300000
1993-04-01,339.94500732421875,360.7449951171875,326.55999755859375,359.4200134277344,9774000000
1993-05-01,368.1099853515625,376.5299987792969,339.94500732421875,339.94500732421875,10212920000
1993-06-01,366.125,374.9150085449219,352.7550048828125,368.1099853515625,10742620000
1993-07-01,352.864990234375,366.5150146484375,346.5150146484375,366.125,10382600000
1993-08-01,372.6499938964844,379.6400146484375,352.864990234375,352.864990234375,11424120000
1993-09-01,382.7149963378906,388.3299865722656,358.0249938964844,372.6499938964844,11553360000
1993-10-01,390.9849853515625,396.2049865722656,375.635009765625,382.7149963378906,13401580000
1993-11-01,386.760009765625,396.875,371.82501220703125,390.9849853515625,12493760000
1993-12-01,398.2799987792969,401.80999755859375,381.8399963378906,386.760009765625,12450260000
1994-01-01,413.989990234375,415.4200134277344,392.04998779296875,398.260009765625,6683340000
1994-02-01,412.1700134277344,413.989990234375,392.3299865722656,413.989990234375,5993960000
1994-03-01,382.9599914550781,418.989990234375,372.32000732421875,412.1700134277344,7321980000
1994-04-01,373.25,391.94000244140625,352.1199951171875,382.9599914550781,5623380000
1994-05-01,378.8500061035156,381.30999755859375,353.42999267578125,373.25,5743170000
1994-06-01,360.29998779296875,385.1600036621094,350.0299987792969,378.8500061035156,6016150000
1994-07-01,370.1600036621094,373.42999267578125,352.739990234375,360.29998779296875,5335860000
1994-08-01,397.8999938964844,402.8699951171875,363.80999755859375,370.1600036621094,6695930000
1994-09-01,393.8500061035156,407.1000061035156,386.1099853515625,397.8999938964844,5964610000
1994-10-01,413.04998779296875,416.0899963378906,376.79998779296875,393.8500061035156,6625590000
1994-11-01,404.82000732421875,417.54998779296875,390.8900146484375,413.04998779296875,6188120000
1994-12-01,404.2699890136719,406.5299987792969,379.9599914550781,404.82000732421875,6169730000
1995-01-01,405.3299865722656,419.9800109863281,394.5899963378906,404.2699890136719,6429730000
1995-02-01,432.5,435.20001220703125,405.3299865722656,405.3299865722656,6206060000
1995-03-01,447.1499938964844,462.989990234375,429.04998779296875,432.5,7601700000
1995-04-01,469.55999755859375,470.489990234375,438.3800048828125,447.1499938964844,6910700000
1995-05-01,488.1000061035156,509.239990234375,463.3800048828125,469.55999755859375,8133750000
1995-06-01,538.030029296875,546.5700073242188,486.07000732421875,488.1000061035156,8795140000
1995-07-01,568.8800048828125,600.010009765625,530.4000244140625,538.030029296875,9056140000
1995-08-01,576.77001953125,601.6500244140625,541.6400146484375,568.8800048828125,9882930000
1995-09-01,585.0800170898438,613.780029296875,557.260009765625,576.77001953125,8983540000
1995-10-01,598.780029296875,613.0,527.8900146484375,585.0800170898438,9660490000
1995-11-01,593.719970703125,623.530029296875,562.5,598.780029296875,9544310000
1995-12-01,576.22998046875,604.1300048828125,540.969970703125,593.719970703125,9972500000
1996-01-01,591.8200073242188,591.8400268554688,526.7999877929688,576.22998046875,11336210000
1996-02-01,622.8300170898438,647.3400268554688,589.010009765625,591.8200073242188,10690430000
1996-03-01,609.6900024414062,637.9199829101562,585.3300170898438,622.8300170898438,10648850000
1996-04-01,666.72998046875,669.739990234375,597.4199829101562,609.6900024414062,11951730000
1996-05-01,692.3900146484375,700.6500244140625,646.02001953125,666.72998046875,14550600000
1996-06-01,677.2999877929688,704.0900268554688,648.9299926757812,692.3900146484375,11479100000
1996-07-01,636.010009765625,687.9500122070312,572.7899780273438,677.4000244140625,11807920000
1996-08-01,663.5700073242188,685.1500244140625,635.3599853515625,636.010009765625,9696450000
1996-09-01,737.5700073242188,757.8300170898438,650.47998046875,663.5700073242188,10646990000
1996-10-01,751.989990234375,794.0800170898438,727.1400146484375,737.5800170898438,12543840000
1996-11-01,834.010009765625,836.1500244140625,748.969970703125,751.989990234375,10973580000
1996-12-01,821.3599853515625,873.0,798.1300048828125,834.010009765625,11852910000
1997-01-01,921.5499877929688,938.1099853515625,806.1699829101562,821.3599853515625,14074400000
1997-02-01,850.4600219726562,928.3099975585938,835.8699951171875,921.5499877929688,12037800000
1997-03-01,797.0599975585938,874.280029296875,784.5399780273438,850.4600219726562,11834210000
1997-04-01,874.739990234375,877.9500122070312,779.1699829101562,797.0599975585938,12452400000
1997-05-01,958.8499755859375,988.4000244140625,852.0999755859375,874.739990234375,12905590000
1997-06-01,957.2999877929688,993.1599731445312,915.9600219726562,958.8499755859375,12580930000
1997-07-01,1107.030029296875,1110.27001953125,947.780029296875,957.2999877929688,14331570000
1997-08-01,1074.050048828125,1151.8199462890625,1060.8800048828125,1107.030029296875,13420440000
1997-09-01,1097.1600341796875,1139.699951171875,1074.1700439453125,1074.1700439453125,14680150000
1997-10-01,1019.6199951171875,1153.8900146484375,925.9199829101562,1097.1700439453125,18850990000
1997-11-01,1050.510009765625,1073.969970703125,971.6099853515625,1019.6199951171875,11687640000
1997-12-01,990.8300170898438,1085.3499755859375,937.219970703125,1050.510009765625,14926610000
1998-01-01,1071.1300048828125,1082.0799560546875,933.010009765625,990.7999877929688,13738080000
1998-02-01,1194.1300048828125,1213.0899658203125,1071.1300048828125,1071.1300048828125,14564140000
1998-03-01,1220.6600341796875,1230.9200439453125,1123.8599853515625,1194.1300048828125,16973400000
1998-04-01,1248.1199951171875,1310.0999755859375,1172.8699951171875,1220.6600341796875,17292480000
1998-05-01,1192.0699462890625,1280.280029296875,1180.22998046875,1248.1199951171875,14377770000
1998-06-01,1337.3399658203125,1347.43994140625,1157.8800048828125,1192.0699462890625,15899310000
1998-07-01,1377.260009765625,1485.969970703125,1326.0699462890625,1337.3399658203125,17597450000
1998-08-01,1140.3399658203125,1421.4000244140625,1140.030029296875,1377.260009765625,15716150000
1998-09-01,1345.47998046875,1413.1600341796875,1118.1199951171875,1140.3399658203125,15884050000
1998-10-01,1400.52001953125,1414.5999755859375,1063.27001953125,1345.47998046875,19397870000
1998-11-01,1557.9599609375,1634.4000244140625,1395.530029296875,1400.52001953125,17697660000
1998-12-01,1836.010009765625,1848.3599853515625,1535.1800537109375,1557.9599609375,19075670000
1999-01-01,2127.18994140625,2128.18994140625,1833.4300537109375,1836.010009765625,20526060000
1999-02-01,1925.280029296875,2150.830078125,1864.9000244140625,2127.18994140625,17439250000
1999-03-01,2106.389892578125,2168.68994140625,1870.3699951171875,1925.969970703125,21196320000
1999-04-01,2136.389892578125,2283.550048828125,1952.3599853515625,2106.389892578125,23426400000
1999-05-01,2089.699951171875,2239.860107421875,1960.550048828125,2136.389892578125,18519390000
1999-06-01,2296.77001953125,2320.429931640625,1987.4000244140625,2089.699951171875,19607990000
1999-07-01,2270.929931640625,2468.419921875,2233.14990234375,2296.77001953125,20915660000
1999-08-01,2396.8701171875,2467.4599609375,2120.260009765625,2270.929931640625,20246710000
1999-09-01,2407.89990234375,2551.659912109375,2345.219970703125,2396.8701171875,21333490000
1999-10-01,2637.43994140625,2651.1201171875,2299.949951171875,2407.699951171875,22684970000
1999-11-01,2966.7099609375,3151.77001953125,2612.389892578125,2637.0400390625,28754050000
1999-12-01,3707.830078125,3750.409912109375,2956.7900390625,2970.0400390625,31236210000
2000-01-01,3570.050048828125,3905.10009765625,3314.75,3755.739990234375,33421060000
2000-02-01,4266.93994140625,4297.4599609375,3544.929931640625,3580.2900390625,35644700000
2000-03-01,4397.83984375,4816.35009765625,4049.97998046875,4275.72021484375,43200490000
2000-04-01,3773.179931640625,4355.7001953125,3107.419921875,4355.7001953125,35147970000
2000-05-01,3324.080078125,3871.929931640625,2897.27001953125,3789.199951171875,30831980000
2000-06-01,3763.7900390625,3990.2099609375,3331.800048828125,3331.800048828125,33352380000
2000-07-01,3609.35009765625,4089.0400390625,3437.590087890625,3763.7900390625,30916110000
2000-08-01,4077.590087890625,4080.47998046875,3341.830078125,3609.35009765625,33222920000
2000-09-01,3570.610107421875,4147.18994140625,3505.179931640625,4084.110107421875,34727330000
2000-10-01,3282.300048828125,3613.860107421875,2956.199951171875,3613.739990234375,44129010000
2000-11-01,2506.5400390625,3369.469970703125,2426.409912109375,3214.39990234375,38181910000
2000-12-01,2341.699951171875,2990.830078125,2174.760009765625,2566.679931640625,44347190000
2001-01-01,2593.0,2771.6298828125,2087.320068359375,2341.280029296875,49399780000
2001-02-01,1908.3199462890625,2627.389892578125,1880.469970703125,2586.239990234375,36428040000
2001-03-01,1573.25,2029.010009765625,1530.1400146484375,1879.8399658203125,44719260000
2001-04-01,1855.1500244140625,1981.9000244140625,1348.52001953125,1569.6600341796875,42649960000
2001-05-01,1799.8900146484375,2073.97998046875,1768.6199951171875,1854.6700439453125,41465750000
2001-06-01,1830.18994140625,1963.8299560546875,1655.260009765625,1826.02001953125,36577380000
2001-07-01,1683.6099853515625,1864.199951171875,1580.5699462890625,1831.4200439453125,32812530000
2001-08-01,1469.699951171875,1766.5799560546875,1438.9100341796875,1713.6700439453125,32437350000
2001-09-01,1168.3699951171875,1502.6700439453125,1088.9599609375,1466.3199462890625,30829450000
2001-10-01,1364.780029296875,1487.4000244140625,1131.3199462890625,1161.739990234375,43885890000
2001-11-01,1596.050048828125,1644.3800048828125,1358.719970703125,1381.699951171875,38324730000
2001-12-01,1577.050048828125,1734.5799560546875,1557.1800537109375,1576.260009765625,35539380000
2002-01-01,1550.1700439453125,1710.22998046875,1481.4599609375,1590.7099609375,39095980000
2002-02-01,1359.219970703125,1561.239990234375,1329.9300537109375,1544.4200439453125,34022690000
2002-03-01,1452.81005859375,1573.4200439453125,1370.3199462890625,1373.1500244140625,34619370000
2002-04-01,1277.0699462890625,1481.739990234375,1228.93994140625,1440.3800048828125,38648510000
2002-05-01,1208.3399658203125,1350.5400390625,1142.25,1273.6300048828125,39802810000
2002-06-01,1051.4100341796875,1213.1800537109375,979.8699951171875,1205.199951171875,36638230000
2002-07-01,962.0999755859375,1066.280029296875,869.1699829101562,1044.47998046875,45237670000
2002-08-01,942.3800048828125,1052.489990234375,856.3499755859375,954.5599975585938,31490760000
2002-09-01,832.52001953125,978.4600219726562,825.7999877929688,928.5,29029680000
2002-10-01,989.5399780273438,1007.719970703125,795.25,841.2899780273438,38730160000
2002-11-01,1116.0999755859375,1134.5999755859375,972.3400268554688,981.239990234375,35673650000
2002-12-01,984.3699951171875,1155.6800537109375,977.5900268554688,1144.2099609375,29122630000
2003-01-01,983.0499877929688,1104.3199462890625,968.3400268554688,995.6400146484375,30898030000
2003-02-01,1009.739990234375,1019.25,938.52001953125,987.3699951171875,24374040000
2003-03-01,1018.6599731445312,1099.6099853515625,946.7899780273438,1015.8699951171875,31136990000
2003-04-01,1106.06005859375,1126.5799560546875,1015.4600219726562,1025.02001953125,30761430000
2003-05-01,1197.8900146484375,1201.25,1094.4200439453125,1104.3800048828125,38423310000
2003-06-01,1201.68994140625,1265.68994140625,1180.010009765625,1210.77001953125,41170990000
2003-07-01,1276.93994140625,1316.4200439453125,1180.1099853515625,1195.300048828125,38212570000
2003-08-01,1341.199951171875,1344.739990234375,1204.2900390625,1274.6099853515625,30294060000
2003-09-01,1303.699951171875,1406.6099853515625,1302.260009765625,1347.6400146484375,39917180000
2003-10-01,1416.3900146484375,1443.1800537109375,1306.3299560546875,1312.4300537109375,41226870000
2003-11-01,1424.25,1453.4599609375,1357.25,1423.1300048828125,34049930000
2003-12-01,1467.9200439453125,1474.239990234375,1372.8699951171875,1434.0999755859375,35470880000
2004-01-01,1493.0799560546875,1559.469970703125,1458.510009765625,1474.1600341796875,45972690000
2004-02-01,1470.3800048828125,1524.0899658203125,1452.489990234375,1497.780029296875,35411970000
2004-03-01,1438.4100341796875,1494.6700439453125,1368.0799560546875,1476.0400390625,42497500000
2004-04-01,1401.3599853515625,1508.3699951171875,1401.3599853515625,1438.9100341796875,40153120000
2004-05-01,1466.219970703125,1469.22998046875,1372.4599609375,1409.06005859375,32652780000
2004-06-01,1516.6400146484375,1523.47998046875,1445.2099609375,1457.7099609375,32602090000
2004-07-01,1400.3900146484375,1514.8199462890625,1359.199951171875,1514.8199462890625,35711700000
2004-08-01,1368.6800537109375,1408.31005859375,1301.9300537109375,1390.2099609375,30823660000
2004-09-01,1412.739990234375,1440.81005859375,1360.5799560546875,1363.27001953125,31295080000
2004-10-01,1486.719970703125,1496.97998046875,1416.2900390625,1426.3800048828125,35975380000
2004-11-01,1571.5,1593.1600341796875,1479.8599853515625,1486.25,37928210000
2004-12-01,1621.1199951171875,1635.699951171875,1577.77001953125,1578.25,44379920000
2005-01-01,1519.6300048828125,1635.449951171875,1480.6600341796875,1628.75,43135970000
2005-02-01,1511.02001953125,1561.1700439453125,1489.989990234375,1521.0,36626560000
2005-03-01,1482.530029296875,1552.530029296875,1458.260009765625,1516.6300048828125,39780380000
2005-04-01,1420.7900390625,1503.2099609375,1394.3599853515625,1491.8299560546875,37517930000
2005-05-01,1542.6300048828125,1551.1199951171875,1415.5999755859375,1421.9000244140625,34223410000
2005-06-01,1493.52001953125,1568.9599609375,1490.02001953125,1541.72998046875,36702320000
2005-07-01,1605.1400146484375,1619.949951171875,1484.1800537109375,1497.02001953125,32702310000
2005-08-01,1581.7099609375,1628.5699462890625,1551.31005859375,1609.739990234375,34238710000
2005-09-01,1601.6600341796875,1619.1199951171875,1551.81005859375,1581.22998046875,34790080000
2005-10-01,1579.1800537109375,1617.77001953125,1515.4200439453125,1603.469970703125,36500900000
2005-11-01,1672.56005859375,1704.4200439453125,1570.75,1572.969970703125,31942420000
2005-12-01,1645.199951171875,1716.6500244140625,1641.8599853515625,1683.3900146484375,32737380000
2006-01-01,1710.75,1761.4599609375,1633.6199951171875,1654.3900146484375,41775220000
2006-02-01,1670.5699462890625,1714.280029296875,1637.260009765625,1697.1199951171875,37103890000
2006-03-01,1703.6600341796875,1720.199951171875,1634.25,1675.9200439453125,47567350000
2006-04-01,1700.7099609375,1750.22998046875,1684.3499755859375,1715.1199951171875,39227480000
2006-05-01,1579.5799560546875,1721.1300048828125,1554.760009765625,1706.800048828125,45923780000
2006-06-01,1575.22998046875,1626.2900390625,1511.530029296875,1581.0799560546875,43418010000
2006-07-01,1509.4300537109375,1586.43994140625,1446.77001953125,1580.6300048828125,36405330000
2006-08-01,1579.72998046875,1586.5999755859375,1476.06005859375,1498.1700439453125,38177580000
2006-09-01,1654.1300048828125,1666.030029296875,1558.1700439453125,1589.2099609375,37304950000
2006-10-01,1732.5400390625,1745.7900390625,1623.0699462890625,1650.3199462890625,42714580000
2006-11-01,1791.25,1824.2099609375,1693.18994140625,1738.550048828125,38943340000
2006-12-01,1756.9000244140625,1821.1800537109375,1746.0699462890625,1790.6300048828125,35073670000
2007-01-01,1792.280029296875,1847.5400390625,1731.7099609375,1769.219970703125,42688490000
2007-02-01,1761.5999755859375,1851.469970703125,1746.2900390625,1801.5999755859375,39700560000
2007-03-01,1772.3599853515625,1807.4300537109375,1710.969970703125,1729.030029296875,43563900000
2007-04-01,1867.75,1896.77001953125,1761.6500244140625,1775.9200439453125,39717000000
2007-05-01,1928.18994140625,1931.0999755859375,1857.3299560546875,1872.3399658203125,44252460000
2007-06-01,1934.0999755859375,1948.5799560546875,1876.52001953125,1934.739990234375,45340310000
2007-07-01,1932.06005859375,2060.2900390625,1931.989990234375,1943.280029296875,45107360000
2007-08-01,1988.72998046875,1995.0,1805.6600341796875,1929.0899658203125,52126030000
2007-09-01,2091.110107421875,2101.9599609375,1943.27001953125,1989.280029296875,35257250000
2007-10-01,2238.97998046875,2239.22998046875,2088.7900390625,2092.60009765625,48751620000
2007-11-01,2089.10009765625,2226.8798828125,1980.1800537109375,2223.52001953125,50214790000
2007-12-01,2084.929931640625,2147.679931640625,1999.5899658203125,2080.10009765625,37753390000
2008-01-01,1841.4200439453125,2094.219970703125,1693.06005859375,2085.530029296875,55211960000
2008-02-01,1745.27001953125,1864.969970703125,1714.8599853515625,1846.0699462890625,45767570000
2008-03-01,1781.9300537109375,1831.97998046875,1668.5699462890625,1743.9200439453125,44966440000
2008-04-01,1917.699951171875,1953.5899658203125,1776.5999755859375,1806.1500244140625,42726250000
2008-05-01,2032.5699462890625,2050.7900390625,1921.050048828125,1921.8699951171875,42783110000
2008-06-01,1837.0899658203125,2055.820068359375,1829.300048828125,2026.5799560546875,45968100000
2008-07-01,1849.1500244140625,1874.8299560546875,1761.0799560546875,1821.9300537109375,50672460000
2008-08-01,1872.5400390625,1973.56005859375,1802.0899658203125,1847.469970703125,39482890000
2008-09-01,1594.6300048828125,1912.719970703125,1496.1500244140625,1904.2099609375,51722940000
2008-10-01,1334.780029296875,1584.260009765625,1149.1199951171875,1581.06005859375,62537120000
2008-11-01,1185.75,1382.6500244140625,1018.8599853515625,1333.18994140625,41933210000
2008-12-01,1211.6500244140625,1251.56005859375,1091.0400390625,1185.75,39619890000
2009-01-01,1180.25,1286.0799560546875,1136.6099853515625,1212.739990234375,39995600000
2009-02-01,1116.989990234375,1286.9000244140625,1112.1199951171875,1168.1300048828125,42380620000
2009-03-01,1237.010009765625,1281.300048828125,1040.4100341796875,1098.989990234375,49480930000
2009-04-01,1394.3299560546875,1418.77001953125,1211.5999755859375,1215.9000244140625,48683640000
2009-05-01,1435.5699462890625,1435.800048828125,1339.8199462890625,1396.219970703125,47352030000
2009-06-01,1477.25,1511.93994140625,1413.5400390625,1451.3699951171875,51881250000
2009-07-01,1603.3599853515625,1632.969970703125,1394.8699951171875,1486.5,47084360000
2009-08-01,1625.18994140625,1668.010009765625,1563.1400146484375,1619.239990234375,44011670000
2009-09-01,1718.989990234375,1754.5400390625,1585.56005859375,1620.0899658203125,49652910000
2009-10-01,1667.1300048828125,1780.8299560546875,1656.5699462890625,1710.5,50489640000
2009-11-01,1767.4300537109375,1814.25,1652.43994140625,1667.06005859375,38877300000
2009-12-01,1860.31005859375,1882.5799560546875,1759.3399658203125,1782.8499755859375,39269070000
2010-01-01,1741.0400390625,1897.489990234375,1734.030029296875,1882.68994140625,45625830000
2010-02-01,1818.6800537109375,1830.3800048828125,1712.8900146484375,1745.9100341796875,42835360000
2010-03-01,1958.3399658203125,1976.3800048828125,1826.6099853515625,1826.6199951171875,54955550000
2010-04-01,2000.6300048828125,2059.419921875,1943.969970703125,1968.43994140625,54528540000
2010-05-01,1852.3900146484375,2039.52001953125,1752.31005859375,2010.93994140625,57203120000
2010-06-01,1739.1400146484375,1939.77001953125,1734.9000244140625,1846.5999755859375,48633730000
2010-07-01,1864.0,1900.1500244140625,1700.0400390625,1741.9300537109375,43910370000
2010-08-01,1767.4300537109375,1918.780029296875,1747.3199462890625,1886.6099853515625,41794240000
2010-09-01,1998.0400390625,2029.6500244140625,1791.4100341796875,1791.9100341796875,41586870000
2010-10-01,2124.449951171875,2137.330078125,1963.6800537109375,2014.469970703125,41539760000
2010-11-01,2117.330078125,2200.159912109375,2085.27001953125,2135.570068359375,40893560000
2010-12-01,2217.860107421875,2238.919921875,2150.639892578125,2150.639892578125,36306890000
2011-01-01,2281.909912109375,2336.0400390625,2237.72998046875,2238.659912109375,40221760000
2011-02-01,2350.989990234375,2403.52001953125,2284.64990234375,2298.3701171875,39225340000
2011-03-01,2338.989990234375,2375.669921875,2188.919921875,2359.780029296875,45049990000
2011-04-01,2404.080078125,2415.85009765625,2254.8798828125,2352.469970703125,38024600000
2011-05-01,2372.5400390625,2417.830078125,2298.719970703125,2410.239990234375,42067110000
2011-06-01,2325.070068359375,2373.820068359375,2180.93994140625,2368.2900390625,42570710000
2011-07-01,2362.81005859375,2438.43994140625,2318.199951171875,2326.159912109375,37282980000
2011-08-01,2241.010009765625,2396.5,2034.9200439453125,2391.419921875,56977870000
2011-09-01,2139.179931640625,2337.699951171875,2112.840087890625,2245.010009765625,42996470000
2011-10-01,2360.080078125,2412.52001953125,2042.9000244140625,2128.02001953125,42787830000
2011-11-01,2295.199951171875,2402.510009765625,2150.7099609375,2301.110107421875,38397210000
2011-12-01,2277.830078125,2343.10009765625,2209.570068359375,2294.27001953125,33177490000
